Cluster	DNase_ENCODE_ID	DNase_Output_Type
muscle_of_arm_ENCSR309YDN	ENCFF531SOT	unfiltered alignments
muscle_of_arm_ENCSR356QCD	ENCFF898ZLX	unfiltered alignments
muscle_of_arm_ENCSR357PMV	ENCFF907LGJ	unfiltered alignments
muscle_of_arm_ENCSR452EGE	ENCFF859KPZ	unfiltered alignments
muscle_of_arm_ENCSR517NHP	ENCFF159SCX	unfiltered alignments
muscle_of_arm_ENCSR619BNL	ENCFF969UXJ	unfiltered alignments
muscle_of_arm_ENCSR649PJN	ENCFF747FOT	unfiltered alignments
muscle_of_arm_ENCSR753QKD	ENCFF630SOA	unfiltered alignments
muscle_of_arm_ENCSR826ERZ	ENCFF963NLG	unfiltered alignments
muscle_of_arm_ENCSR868XPR	ENCFF668UXB	unfiltered alignments
muscle_of_arm_ENCSR888GBS	ENCFF202XOO	unfiltered alignments
muscle_of_arm_ENCSR949JYS	ENCFF120VWM	unfiltered alignments
muscle_of_arm_ENCSR951XEN	ENCFF624UJH	unfiltered alignments
muscle_of_arm_ENCSR956NOL	ENCFF967KNG	unfiltered alignments
thoracic_aorta_ENCSR298SDT	ENCFF818DQZ	alignments
coronary_artery_ENCSR060HPL	ENCFF732RWK	alignments
coronary_artery_ENCSR999TSD	ENCFF491SJZ	alignments
tongue_ENCSR559WMK	ENCFF998LWC	alignments
tongue_ENCSR759UNY	ENCFF388YEP, ENCFF177QSE	alignments, alignments
muscle_of_trunk_ENCSR217YRJ	ENCFF268CMB	unfiltered alignments
muscle_of_trunk_ENCSR411MGY	ENCFF199QGQ	unfiltered alignments
muscle_of_trunk_ENCSR440FZS	ENCFF905COX	unfiltered alignments
frontal_cortex_ENCSR000EIK	ENCFF759ZVG, ENCFF089BNZ	unfiltered alignments, unfiltered alignments
frontal_cortex_ENCSR000EIY	ENCFF742KJZ, ENCFF806OZU	unfiltered alignments, unfiltered alignments
caudate_nucleus_ENCSR015BGH	ENCFF152WNP	unfiltered alignments
putamen_ENCSR493VDS	ENCFF607EJH	unfiltered alignments
globus_pallidus_ENCSR771DAX	ENCFF627FWW, ENCFF686XUA	unfiltered alignments, unfiltered alignments
midbrain_ENCSR706IDL	ENCFF628MFS, ENCFF591KQX	unfiltered alignments, alignments
medulla_oblongata_ENCSR224IYD	ENCFF140VBG, ENCFF666SVG	unfiltered alignments, unfiltered alignments
Ammons_horn_ENCSR584LUZ	ENCFF037KOG	alignments
placenta_ENCSR035QHH	ENCFF173GOA	unfiltered alignments
placenta_ENCSR126EVK	ENCFF342QKJ	alignments
placenta_ENCSR129TSG	ENCFF768GUQ	unfiltered alignments
placenta_ENCSR212VEN	ENCFF294GFM	alignments
placenta_ENCSR267UFM	ENCFF087RIS	alignments
placenta_ENCSR336RGT	ENCFF828ORU	alignments
placenta_ENCSR395EZY	ENCFF142TSY	alignments
placenta_ENCSR499IFY	ENCFF811OSS, ENCFF025ERJ	alignments, alignments
placenta_ENCSR503RWO	ENCFF289OUW	alignments
placenta_ENCSR545KQR	ENCFF934BWE	unfiltered alignments
placenta_ENCSR552RKI	ENCFF446RVL	alignments
placenta_ENCSR552XJI	ENCFF676PRP	alignments
placenta_ENCSR566VAK	ENCFF549ODR	alignments
placenta_ENCSR575VMI	ENCFF986SRN, ENCFF244ILB	alignments, alignments
placenta_ENCSR648RAX	ENCFF950EWA	unfiltered alignments
placenta_ENCSR656KLT	ENCFF299BOK	alignments
placenta_ENCSR685PCS	ENCFF906DOW	alignments
placenta_ENCSR689FYA	ENCFF591OSK	alignments
placenta_ENCSR802AJE	ENCFF765VXQ	unfiltered alignments
placenta_ENCSR831QMZ	ENCFF417GFB	alignments
placenta_ENCSR922YEW	ENCFF847XBC	alignments
placenta_ENCSR989YIV	ENCFF604EYS	unfiltered alignments
occipital_lobe_ENCSR859CZM	ENCFF436JHH	alignments
cerebellum_ENCSR000EIJ	ENCFF180OCT, ENCFF681FFX	unfiltered alignments, unfiltered alignments
thyroid_gland_ENCSR195ONB	ENCFF086CGV	alignments
thyroid_gland_ENCSR450PWF	ENCFF657ZLL	alignments
thyroid_gland_ENCSR549NRK	ENCFF465MSB	alignments
thyroid_gland_ENCSR749MUH	ENCFF355MYX	alignments
lung_ENCSR006IJP	ENCFF368MIJ	unfiltered alignments
lung_ENCSR076YBB	ENCFF120HUO	unfiltered alignments
lung_ENCSR141IUS	ENCFF369PHJ	alignments
lung_ENCSR141VGA	ENCFF936GNN	unfiltered alignments
lung_ENCSR214XJO	ENCFF052LGC	unfiltered alignments
lung_ENCSR318WOD	ENCFF772ZLT	unfiltered alignments
lung_ENCSR482HQE	ENCFF639GOO	unfiltered alignments
lung_ENCSR504KZE	ENCFF296BZD	unfiltered alignments
lung_ENCSR582IPV	ENCFF716XRI, ENCFF546ODN	unfiltered alignments, alignments
lung_ENCSR587HPR	ENCFF120WIS	unfiltered alignments
lung_ENCSR627NIF	ENCFF726FOO, ENCFF013EUJ	unfiltered alignments, alignments
lung_ENCSR847RSJ	ENCFF689LTA	unfiltered alignments
lung_ENCSR945JJB	ENCFF885LCW	alignments
lung_ENCSR986XLW	ENCFF505MRC	unfiltered alignments
right_cardiac_atrium_ENCSR374VQC	ENCFF103KZD	alignments
right_cardiac_atrium_ENCSR485UQY	ENCFF104IKA	alignments
right_cardiac_atrium_ENCSR622HTS	ENCFF369ITQ	alignments
left_cardiac_atrium_ENCSR032NNU	ENCFF857BLF	alignments
left_cardiac_atrium_ENCSR412NMI	ENCFF014DVT	alignments
heart_right_ventricle_ENCSR211SUT	ENCFF305LFG	alignments
heart_right_ventricle_ENCSR214NLQ	ENCFF803BUE	alignments
heart_right_ventricle_ENCSR238FMP	ENCFF366VIM	alignments
heart_right_ventricle_ENCSR246VSO	ENCFF556BGQ	alignments
heart_right_ventricle_ENCSR298OIK	ENCFF287TWO	alignments
heart_right_ventricle_ENCSR356RNZ	ENCFF843ZFJ	alignments
heart_right_ventricle_ENCSR694LFE	ENCFF671AXT	alignments
heart_right_ventricle_ENCSR746RDJ	ENCFF061BRY, ENCFF909FOD	alignments, alignments
heart_right_ventricle_ENCSR792QQE	ENCFF153KXN	alignments
heart_right_ventricle_ENCSR928WMU	ENCFF850ISE	alignments
heart_left_ventricle_ENCSR070CMW	ENCFF533LLW	alignments
heart_left_ventricle_ENCSR222CLC	ENCFF284XQW	alignments
heart_left_ventricle_ENCSR299QGI	ENCFF631HMZ	alignments
heart_left_ventricle_ENCSR395HAE	ENCFF154ILG	alignments
heart_left_ventricle_ENCSR501FWC	ENCFF192SLM	alignments
heart_left_ventricle_ENCSR598RVJ	ENCFF682TBE	alignments
heart_left_ventricle_ENCSR735NTV	ENCFF558NDU	alignments
heart_left_ventricle_ENCSR747SEU	ENCFF041ZOJ	alignments
heart_left_ventricle_ENCSR805EGZ	ENCFF221NLC	alignments
heart_left_ventricle_ENCSR946DXB	ENCFF004ISN, ENCFF166EZK	alignments, alignments
skin_of_body_ENCSR092OFK	ENCFF399CAU	unfiltered alignments
cardiac_septum_ENCSR524QBS	ENCFF478AUS	alignments
limb_ENCSR532CRI	ENCFF971RWR, ENCFF467ICE	alignments, alignments
limb_ENCSR818JGZ	ENCFF845QSK, ENCFF425KIA	alignments, alignments
spleen_ENCSR128GBN	ENCFF518TQH	alignments
spleen_ENCSR567EEO	ENCFF136TSS	alignments
spleen_ENCSR597UIG	ENCFF549DYB	alignments
spleen_ENCSR679IFH	ENCFF708RJG	unfiltered alignments
spleen_ENCSR946OIO	ENCFF932JKV	alignments
liver_ENCSR158YXM	ENCFF454GBD, ENCFF093KQP	alignments, alignments
liver_ENCSR562FNN	ENCFF427KDL	alignments
small_intestine_ENCSR083FBK	ENCFF483NDZ	unfiltered alignments
small_intestine_ENCSR116WWW	ENCFF434NYH	unfiltered alignments
small_intestine_ENCSR133KBX	ENCFF363IHE	unfiltered alignments
small_intestine_ENCSR188JLO	ENCFF486TIO	unfiltered alignments
small_intestine_ENCSR354FBA	ENCFF936KMA	unfiltered alignments
small_intestine_ENCSR457ILW	ENCFF657IXD	unfiltered alignments
small_intestine_ENCSR502NDK	ENCFF955QBI	unfiltered alignments
small_intestine_ENCSR565EBN	ENCFF993KST	unfiltered alignments
small_intestine_ENCSR594OWA	ENCFF784SAO	unfiltered alignments
small_intestine_ENCSR860NDZ	ENCFF707NWW	unfiltered alignments
small_intestine_ENCSR931UQB	ENCFF058UUA	unfiltered alignments
small_intestine_ENCSR945RWN	ENCFF931AYT	unfiltered alignments
small_intestine_ENCSR970ZLG	ENCFF272EZX	unfiltered alignments
kidney_ENCSR066WZJ	ENCFF950ZKZ	alignments
kidney_ENCSR082JCE	ENCFF402NGG	unfiltered alignments
kidney_ENCSR106OKX	ENCFF111KOD	unfiltered alignments
kidney_ENCSR206OJJ	ENCFF698CEN	alignments
kidney_ENCSR262QJC	ENCFF719MML	unfiltered alignments
kidney_ENCSR437KLY	ENCFF221ZUJ	unfiltered alignments
kidney_ENCSR499PZA	ENCFF576UYI	unfiltered alignments
kidney_ENCSR645GJD	ENCFF595HKX	unfiltered alignments
kidney_ENCSR757EPJ	ENCFF801OPL	unfiltered alignments
kidney_ENCSR774RCO	ENCFF627OTT	unfiltered alignments
kidney_ENCSR792ZXA	ENCFF151RPQ, ENCFF755JCB	alignments, alignments
kidney_ENCSR873ANE	ENCFF899RNY, ENCFF168BUH	alignments, alignments
kidney_ENCSR941DTJ	ENCFF456TEQ	unfiltered alignments
kidney_ENCSR953JVX	ENCFF920ZYW	unfiltered alignments
cerebellar_cortex_ENCSR503HIB	ENCFF440OZH, ENCFF529PQJ	unfiltered alignments, alignments
right_lung_ENCSR228BOM	ENCFF224TAM	unfiltered alignments
right_lung_ENCSR263IGU	ENCFF866ZIV	unfiltered alignments
right_lung_ENCSR299INS	ENCFF805IDJ	unfiltered alignments
right_lung_ENCSR441MMO	ENCFF396OVR	unfiltered alignments
right_lung_ENCSR445XYW	ENCFF455ILF	unfiltered alignments
right_lung_ENCSR845MEJ	ENCFF502ZYO	unfiltered alignments
right_lung_ENCSR846CTA	ENCFF890ERP	unfiltered alignments
right_lung_ENCSR859KGQ	ENCFF967QBL	unfiltered alignments
right_lung_ENCSR930AUG	ENCFF608ACO	unfiltered alignments
right_lung_ENCSR947VPG	ENCFF544PUZ	unfiltered alignments
right_lung_ENCSR964VVW	ENCFF002TGJ	unfiltered alignments
left_lung_ENCSR006XED	ENCFF788WSX	unfiltered alignments
left_lung_ENCSR441OGH	ENCFF934YKH	unfiltered alignments
left_lung_ENCSR456KDF	ENCFF870RYP	unfiltered alignments
left_lung_ENCSR468OVW	ENCFF297HMW	unfiltered alignments
left_lung_ENCSR488PHT	ENCFF166JAS	unfiltered alignments
left_lung_ENCSR510ITB	ENCFF481OYE	unfiltered alignments
left_lung_ENCSR541AVF	ENCFF900QUT	unfiltered alignments
left_lung_ENCSR639XWF	ENCFF067AVQ	unfiltered alignments
left_lung_ENCSR658UBE	ENCFF050APU	alignments
left_lung_ENCSR680SDS	ENCFF885VDJ	unfiltered alignments
left_lung_ENCSR723VNG	ENCFF277SFH	alignments
left_lung_ENCSR803VCR	ENCFF189XJQ	unfiltered alignments
left_lung_ENCSR935EVZ	ENCFF441ZWQ	unfiltered alignments
left_lung_ENCSR953WJO	ENCFF363SZI	unfiltered alignments
left_lung_ENCSR960EJV	ENCFF667CIC	unfiltered alignments
upper_lobe_of_right_lung_ENCSR357AWH	ENCFF702XKC	alignments
lower_lobe_of_right_lung_ENCSR785JXR	ENCFF510NET	alignments
spinal_cord_ENCSR148MFM	ENCFF754HWY	unfiltered alignments
spinal_cord_ENCSR615WIN	ENCFF377FXH	unfiltered alignments
spinal_cord_ENCSR678PDD	ENCFF472CKP	unfiltered alignments
spinal_cord_ENCSR788SOI	ENCFF578GYU	unfiltered alignments
spinal_cord_ENCSR910OQF	ENCFF458FJF, ENCFF395YAT	alignments, alignments
spinal_cord_ENCSR973MKT	ENCFF765CIP	unfiltered alignments
muscle_of_back_ENCSR010ZMK	ENCFF536UYG	unfiltered alignments
muscle_of_back_ENCSR033STL	ENCFF782SZC	unfiltered alignments
muscle_of_back_ENCSR072NBR	ENCFF702HUL	unfiltered alignments
muscle_of_back_ENCSR106RBR	ENCFF128SWG	unfiltered alignments
muscle_of_back_ENCSR141NSQ	ENCFF248RKK	unfiltered alignments
muscle_of_back_ENCSR174GXG	ENCFF558JXN	unfiltered alignments
muscle_of_back_ENCSR193LYA	ENCFF179NKT	unfiltered alignments
muscle_of_back_ENCSR295ELC	ENCFF115MZE	unfiltered alignments
muscle_of_back_ENCSR317SIH	ENCFF452GYC	unfiltered alignments
muscle_of_back_ENCSR357RED	ENCFF932HYM	unfiltered alignments
muscle_of_back_ENCSR438TWI	ENCFF077XBL	unfiltered alignments
muscle_of_back_ENCSR476SDZ	ENCFF902MNN	unfiltered alignments
muscle_of_back_ENCSR585CGU	ENCFF363ABN	unfiltered alignments
muscle_of_back_ENCSR698CUE	ENCFF486CBC	unfiltered alignments
muscle_of_back_ENCSR786FWF	ENCFF245ADS	unfiltered alignments
umbilical_cord_ENCSR512CWR	ENCFF470TLH, ENCFF504SRC	alignments, alignments
prostate_gland_ENCSR564FZH	ENCFF084DLF	alignments
adrenal_gland_ENCSR053ZKP	ENCFF524ITC	alignments
adrenal_gland_ENCSR060BFU	ENCFF845RAP	unfiltered alignments
adrenal_gland_ENCSR080PZL	ENCFF693HUB	unfiltered alignments
adrenal_gland_ENCSR259GYP	ENCFF820EVO	alignments
adrenal_gland_ENCSR277KRY	ENCFF303KPU	alignments
adrenal_gland_ENCSR325FWM	ENCFF683WUB	alignments
adrenal_gland_ENCSR419MZH	ENCFF423XCC	unfiltered alignments
adrenal_gland_ENCSR458AOS	ENCFF208SNA	alignments
adrenal_gland_ENCSR541JMK	ENCFF646WNW	alignments
adrenal_gland_ENCSR597NVK	ENCFF011IXU	alignments
adrenal_gland_ENCSR696XSJ	ENCFF161KLF	unfiltered alignments
adrenal_gland_ENCSR728BAD	ENCFF836PAN	unfiltered alignments
adrenal_gland_ENCSR856QJX	ENCFF036WRM	unfiltered alignments
adrenal_gland_ENCSR866RCY	ENCFF939EXX	unfiltered alignments
adrenal_gland_ENCSR962VJO	ENCFF058YJL	alignments
thymus_ENCSR164PQJ	ENCFF619BOF	unfiltered alignments
thymus_ENCSR342NCX	ENCFF237PIY	unfiltered alignments
thymus_ENCSR541UPY	ENCFF997JMS	unfiltered alignments
thymus_ENCSR544KDB	ENCFF706IXZ	unfiltered alignments
thymus_ENCSR682PKY	ENCFF236OOL	unfiltered alignments
thymus_ENCSR777USE	ENCFF865ZQX	unfiltered alignments
thymus_ENCSR838IPF	ENCFF931TGW	unfiltered alignments
thymus_ENCSR888UPQ	ENCFF725SKI	unfiltered alignments
thymus_ENCSR962EAP	ENCFF749AUA	unfiltered alignments
head_of_caudate_nucleus_ENCSR002IHL	ENCFF582DHJ	alignments
head_of_caudate_nucleus_ENCSR010SZN	ENCFF222PSK	alignments
head_of_caudate_nucleus_ENCSR024BXN	ENCFF190PTP	alignments
head_of_caudate_nucleus_ENCSR042DVU	ENCFF605RHF	alignments
head_of_caudate_nucleus_ENCSR057GPV	ENCFF733XEA	alignments
head_of_caudate_nucleus_ENCSR085XKS	ENCFF226FYG	alignments
head_of_caudate_nucleus_ENCSR101HFF	ENCFF875ESV	alignments
head_of_caudate_nucleus_ENCSR113DHB	ENCFF451FJV	alignments
head_of_caudate_nucleus_ENCSR116UQH	ENCFF829OIX	alignments
head_of_caudate_nucleus_ENCSR122NRV	ENCFF593VRV	alignments
head_of_caudate_nucleus_ENCSR134IUJ	ENCFF437IHI	alignments
head_of_caudate_nucleus_ENCSR137FWW	ENCFF033CQE	alignments
head_of_caudate_nucleus_ENCSR161ZGA	ENCFF825DAH	alignments
head_of_caudate_nucleus_ENCSR163BSC	ENCFF027KRE	alignments
head_of_caudate_nucleus_ENCSR163GMC	ENCFF860YPG	alignments
head_of_caudate_nucleus_ENCSR173NHL	ENCFF727VRD	alignments
head_of_caudate_nucleus_ENCSR176BPJ	ENCFF476GGP	alignments
head_of_caudate_nucleus_ENCSR200BNM	ENCFF772FON	alignments
head_of_caudate_nucleus_ENCSR217OHA	ENCFF897SMH	alignments
head_of_caudate_nucleus_ENCSR233DFT	ENCFF249XTT	alignments
head_of_caudate_nucleus_ENCSR234VLI	ENCFF196YDY	alignments
head_of_caudate_nucleus_ENCSR239MQN	ENCFF265VQM	alignments
head_of_caudate_nucleus_ENCSR268GBM	ENCFF766NEO	alignments
head_of_caudate_nucleus_ENCSR271QID	ENCFF751SHB	alignments
head_of_caudate_nucleus_ENCSR274FZD	ENCFF773CBJ	alignments
head_of_caudate_nucleus_ENCSR276MDV	ENCFF595CQR	alignments
head_of_caudate_nucleus_ENCSR297WRG	ENCFF518BWN	alignments
head_of_caudate_nucleus_ENCSR305WAA	ENCFF315HVS	alignments
head_of_caudate_nucleus_ENCSR311EEL	ENCFF764MTB	alignments
head_of_caudate_nucleus_ENCSR333BUP	ENCFF701MBQ	alignments
head_of_caudate_nucleus_ENCSR334MDJ	ENCFF591CAE	alignments
head_of_caudate_nucleus_ENCSR339TVH	ENCFF948ZYY	alignments
head_of_caudate_nucleus_ENCSR355PNF	ENCFF885XPI	alignments
head_of_caudate_nucleus_ENCSR373TLU	ENCFF328OIF	alignments
head_of_caudate_nucleus_ENCSR400MOP	ENCFF079GEP	alignments
head_of_caudate_nucleus_ENCSR410MFU	ENCFF389DQK	alignments
head_of_caudate_nucleus_ENCSR417LPB	ENCFF251HNN	alignments
head_of_caudate_nucleus_ENCSR432QFU	ENCFF384BAM	alignments
head_of_caudate_nucleus_ENCSR440BPA	ENCFF460XKO	alignments
head_of_caudate_nucleus_ENCSR483HUW	ENCFF589HKG	alignments
head_of_caudate_nucleus_ENCSR496PSH	ENCFF939TZQ	alignments
head_of_caudate_nucleus_ENCSR496UJY	ENCFF060GOB	alignments
head_of_caudate_nucleus_ENCSR511PFY	ENCFF832SMZ	alignments
head_of_caudate_nucleus_ENCSR516RTV	ENCFF196CBF	alignments
head_of_caudate_nucleus_ENCSR524QPZ	ENCFF719OSY	alignments
head_of_caudate_nucleus_ENCSR558SUT	ENCFF884RLT	alignments
head_of_caudate_nucleus_ENCSR563HBG	ENCFF167ZAJ	alignments
head_of_caudate_nucleus_ENCSR587SZC	ENCFF055OSR	alignments
head_of_caudate_nucleus_ENCSR598RRF	ENCFF187FTX	alignments
head_of_caudate_nucleus_ENCSR629TMA	ENCFF614XTQ	alignments
head_of_caudate_nucleus_ENCSR635GDW	ENCFF468EIE	alignments
head_of_caudate_nucleus_ENCSR637ZLM	ENCFF561NEE	alignments
head_of_caudate_nucleus_ENCSR638PZJ	ENCFF183XMN	alignments
head_of_caudate_nucleus_ENCSR639VTO	ENCFF602BQT	alignments
head_of_caudate_nucleus_ENCSR646JBR	ENCFF989COB	alignments
head_of_caudate_nucleus_ENCSR649MJI	ENCFF138DUZ	alignments
head_of_caudate_nucleus_ENCSR650TZF	ENCFF072OFG	alignments
head_of_caudate_nucleus_ENCSR659JPP	ENCFF486AEZ	alignments
head_of_caudate_nucleus_ENCSR663MNQ	ENCFF108BWV	alignments
head_of_caudate_nucleus_ENCSR671YPX	ENCFF796UYJ	alignments
head_of_caudate_nucleus_ENCSR677XGD	ENCFF914GOI	alignments
head_of_caudate_nucleus_ENCSR682ZZT	ENCFF076BCM	alignments
head_of_caudate_nucleus_ENCSR688AWP	ENCFF574BUM	alignments
head_of_caudate_nucleus_ENCSR717BBR	ENCFF894EDN	alignments
head_of_caudate_nucleus_ENCSR721DFB	ENCFF622QJH	alignments
head_of_caudate_nucleus_ENCSR722HJG	ENCFF300DZY	alignments
head_of_caudate_nucleus_ENCSR742HBK	ENCFF609GVC	alignments
head_of_caudate_nucleus_ENCSR756FQD	ENCFF977WJE	alignments
head_of_caudate_nucleus_ENCSR775KLH	ENCFF706MJM	alignments
head_of_caudate_nucleus_ENCSR797FIM	ENCFF351LGN	alignments
head_of_caudate_nucleus_ENCSR802NBC	ENCFF334PXE	alignments
head_of_caudate_nucleus_ENCSR814DYF	ENCFF580TLN	alignments
head_of_caudate_nucleus_ENCSR839GHA	ENCFF038WEZ	alignments
head_of_caudate_nucleus_ENCSR849CYU	ENCFF638KHD	alignments
head_of_caudate_nucleus_ENCSR856XGY	ENCFF241GPY	alignments
head_of_caudate_nucleus_ENCSR860UTH	ENCFF749QOE	alignments
head_of_caudate_nucleus_ENCSR862SQC	ENCFF359FJQ	alignments
head_of_caudate_nucleus_ENCSR879EVD	ENCFF448VDI	alignments
head_of_caudate_nucleus_ENCSR881FBS	ENCFF837LKK	alignments
head_of_caudate_nucleus_ENCSR885WWJ	ENCFF593AXC	alignments
head_of_caudate_nucleus_ENCSR888ZIZ	ENCFF491SNH	alignments
head_of_caudate_nucleus_ENCSR895TUV	ENCFF537BHP	alignments
head_of_caudate_nucleus_ENCSR916MHX	ENCFF533IMD	alignments
head_of_caudate_nucleus_ENCSR923BEY	ENCFF610GJO	alignments
head_of_caudate_nucleus_ENCSR984HJW	ENCFF381HRA	alignments
head_of_caudate_nucleus_ENCSR984SDD	ENCFF903EVF	alignments
middle_frontal_gyrus_ENCSR318PRQ	ENCFF976RCN, ENCFF217KKF	alignments, alignments
posterior_cingulate_gyrus_ENCSR006XFA	ENCFF497WHX	alignments
posterior_cingulate_gyrus_ENCSR037PIU	ENCFF845QKE	alignments
posterior_cingulate_gyrus_ENCSR059ETS	ENCFF089JHA	alignments
posterior_cingulate_gyrus_ENCSR060UPU	ENCFF261WPP	alignments
posterior_cingulate_gyrus_ENCSR083HYP	ENCFF655QXW	alignments
posterior_cingulate_gyrus_ENCSR086PIL	ENCFF259SZT	alignments
posterior_cingulate_gyrus_ENCSR098ISE	ENCFF189BYI	alignments
posterior_cingulate_gyrus_ENCSR112AKE	ENCFF254MVQ	alignments
posterior_cingulate_gyrus_ENCSR195GUK	ENCFF498QYR	alignments
posterior_cingulate_gyrus_ENCSR249RFY	ENCFF949QMT	alignments
posterior_cingulate_gyrus_ENCSR258POP	ENCFF100WCS	alignments
posterior_cingulate_gyrus_ENCSR330LFP	ENCFF355CPA	alignments
posterior_cingulate_gyrus_ENCSR365FVU	ENCFF423ULQ	alignments
posterior_cingulate_gyrus_ENCSR433NEX	ENCFF056OQQ	alignments
posterior_cingulate_gyrus_ENCSR502FPR	ENCFF936XZE	alignments
posterior_cingulate_gyrus_ENCSR503UFM	ENCFF223HZW	alignments
posterior_cingulate_gyrus_ENCSR510GRY	ENCFF567DIU	alignments
posterior_cingulate_gyrus_ENCSR555DLG	ENCFF960LMQ	alignments
posterior_cingulate_gyrus_ENCSR563CZB	ENCFF614LDP	alignments
posterior_cingulate_gyrus_ENCSR577QZP	ENCFF032RAK	alignments
posterior_cingulate_gyrus_ENCSR579RVI	ENCFF391NWO	alignments
posterior_cingulate_gyrus_ENCSR581LHW	ENCFF791PEK	alignments
posterior_cingulate_gyrus_ENCSR590EFT	ENCFF265UWQ	alignments
posterior_cingulate_gyrus_ENCSR599JZA	ENCFF928JSC	alignments
posterior_cingulate_gyrus_ENCSR612IKQ	ENCFF176HYT	alignments
posterior_cingulate_gyrus_ENCSR628GQE	ENCFF221QFW	alignments
posterior_cingulate_gyrus_ENCSR652IZW	ENCFF562HKT	alignments
posterior_cingulate_gyrus_ENCSR654GSG	ENCFF378TVN	alignments
posterior_cingulate_gyrus_ENCSR670MKJ	ENCFF366PMV	alignments
posterior_cingulate_gyrus_ENCSR690CVL	ENCFF002OZQ	alignments
posterior_cingulate_gyrus_ENCSR694DOX	ENCFF515ADG	alignments
posterior_cingulate_gyrus_ENCSR709PZI	ENCFF707REI	alignments
posterior_cingulate_gyrus_ENCSR729TYE	ENCFF793FTR	alignments
posterior_cingulate_gyrus_ENCSR730IHD	ENCFF513GGQ	alignments
posterior_cingulate_gyrus_ENCSR770JCP	ENCFF852ZQP	alignments
posterior_cingulate_gyrus_ENCSR784GVR	ENCFF686LSV	alignments
posterior_cingulate_gyrus_ENCSR789FJF	ENCFF238FDV	alignments
posterior_cingulate_gyrus_ENCSR822GDF	ENCFF984AFR	alignments
posterior_cingulate_gyrus_ENCSR846VGZ	ENCFF129OBE	alignments
posterior_cingulate_gyrus_ENCSR859HEW	ENCFF988IAR	alignments
posterior_cingulate_gyrus_ENCSR885ZBV	ENCFF969PRK	alignments
posterior_cingulate_gyrus_ENCSR887VUC	ENCFF064UMU	alignments
posterior_cingulate_gyrus_ENCSR896LMT	ENCFF242VNV	alignments
posterior_cingulate_gyrus_ENCSR908MUU	ENCFF050ZBZ	alignments
posterior_cingulate_gyrus_ENCSR924IHU	ENCFF553KDH	alignments
posterior_cingulate_gyrus_ENCSR943MRO	ENCFF797VBO	alignments
posterior_cingulate_gyrus_ENCSR955RQG	ENCFF302VDY	alignments
posterior_cingulate_gyrus_ENCSR987CQN	ENCFF911SRZ	alignments
superior_temporal_gyrus_ENCSR382JUJ	ENCFF960EWO	alignments
chorion_ENCSR000EIL	ENCFF535TTP	unfiltered alignments
forelimb_muscle_ENCSR166TEE	ENCFF513HSP	unfiltered alignments
hindlimb_muscle_ENCSR385AMY	ENCFF028KIR	unfiltered alignments
lower_leg_skin_ENCSR361DND	ENCFF136ZRE	alignments
lower_leg_skin_ENCSR579KDC	ENCFF449PFL	alignments
left_kidney_ENCSR097BWW	ENCFF944OLK, ENCFF951DMP	unfiltered alignments, alignments
left_kidney_ENCSR120LVW	ENCFF377XPX	unfiltered alignments
left_kidney_ENCSR184DFF	ENCFF052LWW	unfiltered alignments
left_kidney_ENCSR295DUI	ENCFF744ZKD	unfiltered alignments
left_kidney_ENCSR422PVL	ENCFF428CUP	unfiltered alignments
left_kidney_ENCSR543YPH	ENCFF714TRJ	unfiltered alignments
left_kidney_ENCSR600RAA	ENCFF289EXH	unfiltered alignments
left_kidney_ENCSR953XJU	ENCFF330FGZ	unfiltered alignments
left_kidney_ENCSR974TXT	ENCFF139HVF	unfiltered alignments
right_kidney_ENCSR017TFH	ENCFF094CNE	unfiltered alignments
right_kidney_ENCSR036VRV	ENCFF377NGB	unfiltered alignments
right_kidney_ENCSR332BSB	ENCFF688JTW	unfiltered alignments
right_kidney_ENCSR414ZUA	ENCFF549PCJ	unfiltered alignments
right_kidney_ENCSR670ZSA	ENCFF257RIR	unfiltered alignments
right_kidney_ENCSR765BSU	ENCFF641FPD	unfiltered alignments
right_kidney_ENCSR768OLL	ENCFF153ORO	unfiltered alignments
right_kidney_ENCSR871APX	ENCFF839KSX	unfiltered alignments
right_kidney_ENCSR884MCZ	ENCFF860UIJ	unfiltered alignments
right_kidney_ENCSR990XXC	ENCFF664SOK	unfiltered alignments
esophagus_muscularis_mucosa_ENCSR944JCE	ENCFF505FWC	alignments
mucosa_of_descending_colon_ENCSR404TSP	ENCFF434KAN	alignments
mucosa_of_descending_colon_ENCSR507DQC	ENCFF626APS	alignments
mucosa_of_descending_colon_ENCSR612CTW	ENCFF705SSM	alignments
mucosa_of_gallbladder_ENCSR011SAG	ENCFF055BIA	alignments
renal_cortex_interstitium_ENCSR022ECC	ENCFF573OSY	unfiltered alignments
renal_cortex_interstitium_ENCSR129KIV	ENCFF960ADG	unfiltered alignments
renal_cortex_interstitium_ENCSR155NPL	ENCFF699XGJ	unfiltered alignments
renal_cortex_interstitium_ENCSR254AGA	ENCFF759RVK	unfiltered alignments
renal_cortex_interstitium_ENCSR524DWS	ENCFF664WAY	unfiltered alignments
renal_cortex_interstitium_ENCSR550UWM	ENCFF379YYN	unfiltered alignments
renal_cortex_interstitium_ENCSR656QYL	ENCFF857XLA	unfiltered alignments
renal_cortex_interstitium_ENCSR828RNY	ENCFF294NFS	unfiltered alignments
